record_id,Date,Sales_Rep,Customer,Product,COGS,Sales,Country,State,Product_Rating,Service_Rating,Sales_Rep_Rating,Sales_Rating,Profit,Profit_Rank
S00107,6/27/17,Dana L,ExcelIsVeryFun.com,DWS Item,1990.1634,5378.82,United States, Iowa,2.0,5.0,5.0,4.0,3388.6566,Large Profit
S00108,5/30/19,Dana L,Sherman Williams,BSY Item,4190.1288,4761.51,United States, Michigan,3.0,5.0,4.0,4.0,571.3811999999998,Medium Profit
S00109,11/24/18,Dana L,Office Depot,WBX Item,3276.39895,3504.17,United States, Minnesota,3.0,2.0,3.0,2.6666666666666665,227.7710500000003,Small Profit
S00110,2/10/19,Dana L,Home Depot,LYS Item,1088.6912,2531.84,United States, Missouri,3.0,1.0,5.0,3.0,1443.1488000000002,Medium Profit
S00111,3/23/18,Dana L,Sherman Williams,SOJ Item,1264.9718,2144.02,United States, Ohio,1.0,1.0,4.0,2.0,879.0482,Medium Profit
S00112,2/5/19,Dana L,ExcelIsVeryFun.com,OJW Item,486.1709,1130.63,United States, Wisconsin,1.0,3.0,2.0,2.0,644.4591,Medium Profit
S00113,9/30/17,Dana L,Whole Foods,CBL Item,444.07,807.4,United States, Illinois,3.0,5.0,3.0,3.6666666666666665,363.33,Small Profit
S00114,10/2/18,Daniil N,Home Depot,KNW Item,4428.512,8051.84,United States, Indiana,5.0,2.0,5.0,4.0,3623.3280000000004,Large Profit
S00115,6/6/18,Daniil N,Whole Foods,SUK Item,3305.367,7345.26,United States, Iowa,4.0,3.0,1.0,2.6666666666666665,4039.893,Large Profit
S00116,10/2/17,Daniil N,Costco,CLS Item,6662.8287,7126.02,United States, Michigan,1.0,3.0,2.0,2.0,463.1913000000004,Small Profit
S00117,3/30/19,Daniil N,Sherman Williams,DYV Item,3133.125,6962.5,United States, Minnesota,1.0,3.0,4.0,2.6666666666666665,3829.375,Large Profit
S00118,10/28/18,Daniil N,Solar and Wind Inc.,VMC Item,4705.0725,6273.43,United States, Illinois,4.0,1.0,1.0,2.0,1568.3575,Medium Profit
S00119,3/19/19,Daniil N,Sherman Williams,FYG Item,3434.025,4578.7,United States, Indiana,3.0,3.0,5.0,3.6666666666666665,1144.6749999999997,Medium Profit
S00120,4/10/18,Daniil N,Whole Foods,TVX Item,2059.2947,3490.33,United States, Iowa,1.0,2.0,1.0,1.3333333333333333,1431.0353,Medium Profit
S00121,12/29/18,Daniil N,Peet's Coffee,NFY Item,822.2653,1393.67,United States, Michigan,3.0,5.0,4.0,4.0,571.4047,Medium Profit
S00122,9/28/18,Daniil N,Yahoo,UNF Item,1000.4775,1333.97,United States, Minnesota,5.0,1.0,4.0,3.3333333333333335,333.49250000000006,Small Profit
S00123,9/28/18,Daniil N,Sherman Williams,DCC Item,1013.1176,1151.27,United States, Missouri,2.0,3.0,4.0,3.0,138.15239999999994,Small Profit
S00124,9/26/18,Daniil N,ExcelIsVeryFun.com,BYJ Item,403.8388,939.16,United States, Ohio,4.0,1.0,4.0,3.0,535.3212,Medium Profit
S00125,6/7/19,Desiree A,Nature Company,QDA Item,5395.126,9809.32,United States, Wisconsin,2.0,4.0,3.0,3.0,4414.1939999999995,Large Profit
S00126,7/23/18,Desiree A,Whole Foods,JRV Item,5299.4576,7793.32,United States, Illinois,3.0,1.0,1.0,1.6666666666666667,2493.8624,Large Profit
S00127,8/9/18,Desiree A,Peet's Coffee,GTP Item,4070.6401,6899.39,United States, Indiana,3.0,5.0,2.0,3.3333333333333335,2828.7499000000003,Large Profit
S00128,1/14/18,Desiree A,McLendon's Hardware,LXS Item,6385.7321,6829.66,United States, Iowa,5.0,5.0,5.0,5.0,443.9278999999997,Small Profit
S00129,2/18/18,Desiree A,Whole Foods,FKD Item,2924.2365,6800.55,United States, Michigan,3.0,4.0,3.0,3.3333333333333335,3876.3135,Large Profit
S00130,4/20/18,Desiree A,Costco,KXJ Item,4501.755,6002.34,United States, Minnesota,3.0,2.0,5.0,3.3333333333333335,1500.585,Medium Profit
S00131,12/23/18,Desiree A,Solar and Wind Inc.,FWO Item,4489.32,5985.76,United States, Illinois,2.0,4.0,5.0,3.6666666666666665,1496.4400000000005,Medium Profit
S00132,12/27/18,Desiree A,Sherman Williams,SWI Item,2325.6495,5168.11,United States, Indiana,5.0,1.0,1.0,2.3333333333333335,2842.4604999999997,Large Profit
S00133,5/16/18,Desiree A,Yahoo,HXF Item,2000.2826,4651.82,United States, Iowa,5.0,1.0,3.0,3.0,2651.5373999999997,Large Profit
S00134,4/3/19,Desiree A,Solar and Wind Inc.,KBV Item,3714.31555,3972.53,United States, Michigan,5.0,4.0,4.0,4.333333333333333,258.2144500000004,Small Profit
S00135,1/25/18,Desiree A,Sherman Williams,BPZ Item,3148.5256,3577.87,United States, Minnesota,3.0,1.0,3.0,2.3333333333333335,429.34439999999995,Small Profit
S00136,1/24/18,Desiree A,ExcelIsVeryFun.com,CTB Item,2303.4252,3387.39,United States, Missouri,2.0,2.0,5.0,3.0,1083.9647999999997,Medium Profit
S00137,1/5/19,Desiree A,Peet's Coffee,LWH Item,3128.8279,3346.34,United States, Ohio,5.0,2.0,3.0,3.3333333333333335,217.51209999999992,Small Profit
S00138,2/8/18,Desiree A,Google,WWB Item,1936.7625,2582.35,United States, Wisconsin,4.0,1.0,5.0,3.3333333333333335,645.5874999999999,Medium Profit
S00139,8/8/18,Dina,ExcelIsVeryFun.com,BDX Item,5623.762,9531.8,United States, Illinois,2.0,1.0,2.0,1.6666666666666667,3908.0379999999996,Large Profit
S00140,1/6/19,Dina,Amazon.com,ADY Item,8498.82275,9089.65,United States, Indiana,5.0,2.0,3.0,3.3333333333333335,590.8272500000003,Medium Profit
S00141,12/20/17,Dina,Amazon.com,ZON Item,4999.8842,8474.38,United States, Iowa,2.0,5.0,5.0,4.0,3474.495799999999,Large Profit
S00142,3/19/19,Dina,The Economist,KFB Item,4976.2783,8434.37,United States, Michigan,2.0,1.0,4.0,2.3333333333333335,3458.091700000001,Large Profit
S00143,11/12/17,Dina,Solar and Wind Inc.,PET Item,3504.6548,8150.36,United States, Minnesota,1.0,4.0,4.0,3.0,4645.7052,Large Profit
S00144,4/28/18,Dina,McLendon's Hardware,NBV Item,6469.4333,6919.18,United States, Illinois,3.0,3.0,1.0,2.3333333333333335,449.7467000000006,Small Profit
S00145,6/25/18,Dina,The Economist,SYE Item,3633.498,6606.36,United States, Indiana,5.0,2.0,1.0,2.6666666666666665,2972.8619999999996,Large Profit
S00146,3/15/19,Dina,Amazon.com,PMB Item,3260.004,3704.55,United States, Iowa,2.0,5.0,4.0,3.6666666666666665,444.5460000000003,Small Profit
S00147,6/10/18,Dina,The Economist,HGY Item,1411.174,3281.8,United States, Michigan,1.0,5.0,3.0,3.0,1870.6260000000002,Medium Profit
S00148,2/23/18,Dina,Google,JVF Item,924.2748,2498.04,United States, Minnesota,1.0,2.0,1.0,1.3333333333333333,1573.7651999999998,Medium Profit
S00149,8/9/17,Dina,Sherman Williams,ZEI Item,1370.5505,2491.91,United States, Missouri,3.0,4.0,3.0,3.3333333333333335,1121.3594999999998,Medium Profit
S00150,8/6/18,Dina,Google,DMU Item,769.6148,2080.04,United States, Ohio,1.0,1.0,3.0,1.6666666666666667,1310.4252000000001,Medium Profit
S00151,10/4/18,Donald Wayne,Amazon.com,ULS Item,3640.3153,9838.69,United States, Wisconsin,4.0,3.0,2.0,3.0,6198.3747,Large Profit
S00152,5/1/19,Donald Wayne,Solar and Wind Inc.,XTG Item,5990.4975,7987.33,United States, Illinois,5.0,2.0,5.0,4.0,1996.8324999999995,Medium Profit
S00153,10/27/18,Donald Wayne,The Economist,DNA Item,6349.5872,7215.44,United States, Indiana,3.0,2.0,4.0,3.0,865.8527999999997,Medium Profit
S00154,3/29/18,Donald Wayne,Google,UMR Item,5290.05,7053.4,United States, Iowa,3.0,3.0,5.0,3.6666666666666665,1763.3499999999995,Medium Profit
S00155,5/14/18,Donald Wayne,Yahoo,MXO Item,4029.0628,6828.92,United States, Michigan,3.029774127310062,5.0,4.0,4.0099247091033545,2799.8572,Large Profit
S00156,3/13/18,Donald Wayne,Whole Foods,ABB Item,3604.656,6553.92,United States, Minnesota,4.0,2.0,2.0,2.6666666666666665,2949.264,Large Profit
S00157,9/6/18,Donald Wayne,Peet's Coffee,HMK Item,4294.03,6314.75,United States, Illinois,2.0,1.0,1.0,1.3333333333333333,2020.7200000000003,Large Profit
S00158,8/9/18,Donald Wayne,Whole Foods,TLW Item,3580.6875,4774.25,United States, Indiana,5.0,3.0,5.0,4.333333333333333,1193.5625,Medium Profit
S00159,5/20/18,Donald Wayne,Amazon.com,MSL Item,2929.712,4308.4,United States, Iowa,4.0,4.0,4.0,4.0,1378.6879999999996,Medium Profit
S00160,9/6/18,Donald Wayne,Nature Company,SHW Item,3853.0602,4120.92,United States, Michigan,2.0,3.0,5.0,3.3333333333333335,267.8598000000002,Small Profit
S00161,8/6/17,Donald Wayne,Costco,UZM Item,1254.2889,3389.97,United States, Minnesota,1.0,2.0,3.0,2.0,2135.6811,Large Profit
S00162,2/4/19,Donald Wayne,Costco,YUO Item,1465.0916,2526.02,United States, Missouri,3.0,1.0,4.0,2.6666666666666665,1060.9284,Medium Profit
S00163,7/8/17,Donald Wayne,Sherman Williams,ERC Item,1676.6288,1905.26,United States, Ohio,2.0,4.0,5.0,3.6666666666666665,228.63120000000004,Small Profit
S00164,12/9/18,Hassan M,Costco,XYL Item,6619.086,9733.95,United States, Wisconsin,4.0,4.0,3.0,3.6666666666666665,3114.8640000000005,Large Profit
S00165,7/10/17,Hassan M,McLendon's Hardware,YOU Item,5100.5515,9273.73,United States, Illinois,5.0,1.0,5.0,3.6666666666666665,4173.1785,Large Profit
S00166,12/16/17,Hassan M,Amazon.com,LII Item,7221.7024,8206.48,United States, Indiana,4.0,5.0,5.0,4.666666666666667,984.7775999999994,Medium Profit
S00167,12/9/17,Hassan M,McLendon's Hardware,VQN Item,6029.985,8039.98,United States, Iowa,4.0,3.0,5.0,4.0,2009.995,Large Profit
S00168,6/8/19,Hassan M,Sherman Williams,GWD Item,4651.7016,7884.24,United States, Michigan,3.0,4.0,2.0,3.0,3232.5383999999995,Large Profit
S00169,9/6/17,Hassan M,Solar and Wind Inc.,XKP Item,5481.7664,6229.28,United States, Minnesota,2.0,1.0,1.0,1.3333333333333333,747.5135999999993,Medium Profit
S00170,5/9/19,Hassan M,Home Depot,BQD Item,4285.1775,5713.57,United States, Illinois,3.0,1.0,5.0,3.0,1428.3925,Medium Profit
S00171,11/28/17,Hassan M,Amazon.com,CIU Item,2143.98,4764.4,United States, Indiana,3.0,1.0,1.0,1.6666666666666667,2620.4199999999996,Large Profit
S00172,12/29/18,Hassan M,Amazon.com,WXR Item,2714.0059,4600.01,United States, Iowa,1.0,4.0,5.0,3.3333333333333335,1886.0041,Medium Profit
S00173,2/7/19,Hassan M,Home Depot,DPA Item,2895.18075,3096.45,United States, Michigan,2.0,3.0,3.0,2.6666666666666665,201.26924999999983,Small Profit
S00174,1/5/19,Michael G,Sherman Williams,YWG Item,5672.0122,9613.58,United States, Minnesota,5.0,5.0,1.0,3.6666666666666665,3941.5678,Large Profit
S00175,10/18/17,Michael G,The Economist,MZS Item,8929.9045,9550.7,United States, Missouri,3.0,3.0,3.0,3.0,620.7955000000002,Medium Profit
S00176,3/24/19,Michael G,Whole Foods,JGD Item,5628.87,8277.75,United States, Ohio,1.0,5.0,1.0,2.3333333333333335,2648.88,Large Profit
S00177,1/9/19,Michael G,Nature Company,VMA Item,7340.2923,7850.58,United States, Wisconsin,2.0,4.0,3.0,3.0,510.28769999999986,Medium Profit
S00178,12/16/17,Michael G,Yahoo,FZK Item,4145.5819,7026.41,United States, Illinois,2.0,5.0,1.0,2.6666666666666665,2880.8280999999997,Large Profit
S00179,7/15/17,Michael G,Yahoo,UXX Item,4614.5072,6786.04,United States, Indiana,1.0,4.0,5.0,3.3333333333333335,2171.5328,Large Profit
S00180,2/1/19,Michael G,Peet's Coffee,PED Item,4422.4548,6503.61,United States, Iowa,1.0,4.0,4.0,3.0,2081.1551999999992,Large Profit
S00181,5/8/19,Michael G,Costco,VGC Item,1834.0456,4956.88,United States, Michigan,5.0,1.0,1.0,2.3333333333333335,3122.8344,Large Profit
S00182,11/13/17,Michael G,ExcelIsVeryFun.com,BDN Item,3755.3824,4267.48,United States, Minnesota,1.0,3.0,5.0,3.0,512.0975999999996,Medium Profit
S00183,5/22/18,Michael G,Google,FEP Item,1444.0582,3902.86,United States, Illinois,2.0,1.0,5.0,2.6666666666666665,2458.8018,Large Profit
S00184,10/26/18,Michael G,Sherman Williams,IOP Item,1691.9725,2867.75,United States, Indiana,1.0,1.0,1.0,1.0,1175.7775,Medium Profit
S00185,2/7/19,Michael G,Office Depot,LVU Item,297.9351,805.23,United States, Iowa,5.0,1.0,4.0,3.3333333333333335,507.29490000000004,Medium Profit
S00186,7/5/18,Michael G,Home Depot,ZJD Item,700.90405,749.63,United States, Michigan,5.0,4.0,1.0,3.3333333333333335,48.72595000000001,Small Profit
S00187,2/4/19,Nikol M,Nature Company,BVN Item,4114.4077,9568.39,United States, Minnesota,5.0,5.0,2.0,4.0,5453.9823,Large Profit
S00188,6/18/18,Nikol M,Yahoo,MDV Item,4302.009,9560.02,United States, Missouri,5.0,1.0,3.0,3.0,5258.011,Large Profit
S00189,3/12/19,Nikol M,Google,DXU Item,3445.1292,9311.16,United States, Ohio,4.0,4.0,1.0,3.0,5866.0308,Large Profit
S00190,7/18/18,Nikol M,Yahoo,CVY Item,4445.8334,7665.23,United States, Wisconsin,5.0,5.0,4.0,4.666666666666667,3219.396599999999,Large Profit
S00191,4/14/19,Nikol M,Amazon.com,EPL Item,6221.9201,6654.46,United States, Illinois,2.0,1.0,2.0,1.6666666666666667,432.53989999999976,Small Profit
S00192,6/7/18,Nikol M,Amazon.com,RCC Item,2763.3285,6140.73,United States, Indiana,2.0,5.0,2.0,3.0,3377.4014999999995,Large Profit
S00193,6/27/18,Nikol M,ExcelIsVeryFun.com,LCU Item,3976.5968,4518.86,United States, Iowa,4.0,1.0,1.0,2.0,542.2631999999999,Medium Profit
S00194,4/27/18,Nikol M,Home Depot,ICQ Item,3027.87,4452.75,United States, Michigan,1.0,4.0,2.0,2.3333333333333335,1424.88,Medium Profit
S00195,5/29/18,Nikol M,Home Depot,BMC Item,3938.09845,4211.87,United States, Minnesota,1.0,3.0,2.0,2.0,273.77154999999993,Small Profit
S00196,6/24/18,Nikol M,ExcelIsVeryFun.com,XJT Item,3189.35045,3411.07,United States, Illinois,3.0,1.0,3.0,2.3333333333333335,221.71955000000025,Small Profit
S00197,4/12/19,Nikol M,Peet's Coffee,PDI Item,987.831,2195.18,United States, Indiana,5.0,4.0,4.0,4.333333333333333,1207.3489999999997,Medium Profit
S00198,7/22/17,Nikol M,Peet's Coffee,RAR Item,704.2708,1214.26,United States, Iowa,1.0,3.0,1.0,1.6666666666666667,509.9892,Medium Profit
S00199,9/30/18,Nikol M,ExcelIsVeryFun.com,BFX Item,472.3785,1049.73,United States, Michigan,1.0,3.0,3.0,2.3333333333333335,577.3515,Medium Profit
S00200,4/27/18,Nikol M,Google,OPN Item,73.7715,134.13,United States, Minnesota,1.0,2.0,3.0,2.0,60.35849999999999,Small Profit
S00201,2/28/19,Sarabeth L,McLendon's Hardware,NEN Item,8702.3376,9889.02,United States, Missouri,2.0,4.0,4.0,3.3333333333333335,1186.6823999999997,Medium Profit
S00202,1/21/18,Sarabeth L,Whole Foods,NSN Item,8615.6224,9790.48,United States, Ohio,2.0,3.0,5.0,3.3333333333333335,1174.8575999999994,Medium Profit
S00203,5/22/18,Sarabeth L,Amazon.com,GFK Item,6011.2204,8840.03,United States, Wisconsin,2.0,5.0,2.0,3.0,2828.8096000000005,Large Profit
S00204,3/10/18,Sarabeth L,Costco,OOD Item,6587.55,8783.4,United States, Illinois,3.0,1.0,1.0,1.6666666666666667,2195.8499999999995,Large Profit
S00205,9/23/18,Sarabeth L,Google,NWF Item,4440.5185,8073.67,United States, Indiana,1.0,5.0,4.0,3.3333333333333335,3633.1515,Large Profit
S00206,4/12/19,Sarabeth L,Whole Foods,EPK Item,5928.8175,7905.09,United States, Iowa,5.0,2.0,5.0,4.0,1976.2725,Medium Profit
S00207,8/18/17,Sarabeth L,Google,ZQU Item,4844.0752,7123.64,United States, Michigan,3.0,4.0,4.0,3.6666666666666665,2279.5648,Large Profit
S00208,12/16/18,Sarabeth L,Costco,QDR Item,3978.1852,6858.94,United States, Minnesota,3.0,4.0,2.0,3.0,2880.7547999999997,Large Profit
S00209,10/7/17,Sarabeth L,Nature Company,AMV Item,4574.7884,6727.63,United States, Illinois,5.0,5.0,5.0,5.0,2152.8415999999997,Large Profit
S00210,7/3/18,Sarabeth L,ExcelIsVeryFun.com,EPQ Item,1598.1743,4319.39,United States, Indiana,2.0,2.0,4.0,2.6666666666666665,2721.2157000000007,Large Profit
S00211,4/29/19,Sarabeth L,Whole Foods,VJO Item,2714.3696,3991.72,United States, Iowa,3.0,4.0,2.0,3.0,1277.3503999999998,Medium Profit
S00212,2/6/18,Sarabeth L,McLendon's Hardware,XTY Item,1615.6175,3757.25,United States, Michigan,5.0,2.0,4.0,3.6666666666666665,2141.6324999999997,Large Profit
S00213,1/2/18,Sarabeth L,Amazon.com,OJA Item,2437.664,3584.8,United States, Minnesota,2.0,2.0,4.0,2.6666666666666665,1147.136,Medium Profit
S00214,10/14/17,Sarabeth L,Peet's Coffee,ITT Item,2317.304,3407.8,United States, Missouri,3.0,1.0,5.0,3.0,1090.496,Medium Profit
S00215,6/6/19,Sarabeth L,Yahoo,BMF Item,1701.5423,2883.97,United States, Ohio,2.0,3.0,1.0,2.0,1182.4276999999997,Medium Profit
S00216,3/26/19,Sarabeth L,ExcelIsVeryFun.com,KRH Item,1404.5454,2421.63,United States, Wisconsin,2.0,2.0,4.0,2.6666666666666665,1017.0846000000001,Medium Profit
S00217,3/6/19,Sarabeth L,Office Depot,YHJ Item,925.9605,2057.69,United States, Illinois,1.0,2.0,5.0,2.6666666666666665,1131.7295,Medium Profit
S00218,3/5/18,Sarabeth L,Office Depot,QSQ Item,796.026,1447.32,United States, Indiana,2.0,2.0,5.0,3.0,651.294,Medium Profit
S00219,12/21/18,Sarabeth L,Home Depot,CPG Item,189.2735,511.55,United States, Iowa,1.0,1.0,4.0,2.0,322.2765,Small Profit
S00220,11/13/18,Sarabeth L,Solar and Wind Inc.,OSL Item,176.1866,303.77,United States, Michigan,2.0,1.0,3.0,2.0,127.58339999999998,Small Profit
